review_id,user_id,product_id,category,brand,city,rating,review_text,review_date,helpful_votes,purchase_count_90d,avg_spend_90d,return_rate,sentiment_label,topics_tags,label_bin,kmeans_cluster,dbscan_cluster
R01307,U1132,P2016,Ropa,ClassicLine,Panamá,4,Compré en ClassicLine (Ropa). Me pareció excelente; precio y comodidad fueron determinantes. Muy recomendado.,2023-02-02,2,2,21.9,0.03,positivo,"comodidad,garantía,devolución",1,1,0
R01308,U1189,P2096,Restaurante,Sabores Doña Ana,Miami,4,"Probé Sabores Doña Ana en categoría Restaurante. Experiencia delicioso. comodidad bien, talla regular. Muy recomendado.",2024-02-09,2,0,37.88,0.2,positivo,"comodidad,sabor,garantía",1,1,0
R01309,U1150,P2068,Hotel,Andes Inn,Santo Domingo,3,Compré en Andes Inn (Hotel). Me pareció promedio; garantía y ubicación fueron determinantes. Ni bien ni mal.,2023-12-21,3,0,456.23,0.14,neutral,"precio,talla,devolución",0,1,1
R01310,U1108,P2116,Supermercado,Abarrotes 24,Buenos Aires,4,"Probé Abarrotes 24 en categoría Supermercado. Experiencia duradero. garantía bien, higiene regular. Lo volvería a comprar.",2024-08-13,1,3,57.05,0.18,positivo,"comodidad,garantía,precio",1,1,0
R01311,U1316,P2136,Electrónica,Auralink,San Juan,3,"Probé Auralink en categoría Electrónica. Experiencia promedio. wifi bien, sabor regular. Ni bien ni mal.",2023-03-31,2,0,62.72,0.18,neutral,"precio,sabor,batería",0,1,24
R01312,U1248,P2140,Ropa,EcoThread,Bogotá,4,El ropa de EcoThread es económico. La ubicación fue adecuada y la higiene podría mejorar. Muy recomendado.,2023-06-15,5,1,15.93,0.21,positivo,"batería,precio,wifi",1,2,-1
R01313,U1115,P2127,Ropa,EcoThread,Bogotá,2,Compré en EcoThread (Ropa). Me pareció lento; comodidad y devolución fueron determinantes. No cumple lo prometido.,2024-07-24,2,1,20.85,0.11,negativo,"garantía,atención,talla",0,1,0
R01314,U1255,P2038,Restaurante,Sabores Doña Ana,Ciudad de México,2,El restaurante de Sabores Doña Ana es malo. La atención fue adecuada y la devolución podría mejorar. No valió la pena.,2024-01-09,2,2,61.97,0.06,negativo,"ubicación,comodidad,batería",0,2,-1
R01315,U1320,P2046,Ropa,ClassicLine,Atlanta,3,El ropa de ClassicLine es aceptable. La wifi fue adecuada y la comodidad podría mejorar. Nada especial.,2023-03-15,3,0,35.85,0.02,neutral,"calidad,sabor,wifi",0,2,-1
R01316,U1028,P2142,Restaurante,Sabores Doña Ana,Madrid,4,Compré en Sabores Doña Ana (Restaurante). Me pareció cómodo; garantía y devolución fueron determinantes. Muy recomendado.,2024-02-20,6,3,82.14,0.06,positivo,"ubicación,comodidad,wifi",1,1,0
R01317,U1353,P2036,Supermercado,Frescura,New York,4,Compré en Frescura (Supermercado). Me pareció excelente; garantía y comodidad fueron determinantes. Cinco estrellas.,2023-10-26,1,0,18.64,0.04,positivo,"talla,ubicación,precio",1,1,0
R01318,U1032,P2052,Supermercado,EcoMarket,Buenos Aires,3,"Probé EcoMarket en categoría Supermercado. Experiencia aceptable. atención bien, garantía regular. Cumple lo básico.",2023-04-08,1,1,33.44,0.01,neutral,"precio,wifi,garantía",0,1,0
R01319,U1050,P2149,Electrónica,Photonix,Buenos Aires,3,El electrónica de Photonix es esperado. La atención fue adecuada y la wifi podría mejorar. Está bien por el precio.,2024-07-23,1,2,116.99,0.05,neutral,"wifi,envío,sabor",0,2,21
R01320,U1101,P2097,Hotel,CityLights,San Juan,4,"Probé CityLights en categoría Hotel. Experiencia cómodo. ubicación bien, garantía regular. Cinco estrellas.",2023-07-05,1,0,299.9,0.08,positivo,"calidad,wifi,comodidad",1,1,0
R01321,U1057,P2140,Ropa,EcoThread,Santo Domingo,2,"Probé EcoThread en categoría Ropa. Experiencia incómodo. devolución bien, batería regular. No valió la pena.",2023-02-05,1,2,5.04,0.01,negativo,"talla,ubicación,batería",0,1,-1
R01322,U1128,P2137,Hotel,Andes Inn,Lima,2,"Probé Andes Inn en categoría Hotel. Experiencia caro. batería bien, precio regular. Nunca más.",2023-03-12,6,1,242.14,0.33,negativo,"devolución,higiene,comodidad",0,1,-1
R01323,U1145,P2034,Supermercado,Frescura,Miami,4,"Para ser Supermercado, Frescura resultó potente. Destaco sabor, aunque garantía no fue ideal. Muy recomendado.",2023-08-13,6,0,49.11,0.46,positivo,"batería,garantía,talla",1,0,15
R01324,U1225,P2057,Hotel,Sueño Real,Santiago de los Caballeros,1,Compré en Sueño Real (Hotel). Me pareció malo; wifi y ubicación fueron determinantes. No cumple lo prometido.,2023-03-16,0,0,158.82,0.01,negativo,"calidad,precio,ubicación",0,1,0
R01325,U1389,P2144,Supermercado,Frescura,Madrid,4,Compré en Frescura (Supermercado). Me pareció maravilloso; sabor y talla fueron determinantes. Vale cada peso.,2023-10-26,2,3,14.02,0.19,positivo,"higiene,batería,garantía",1,1,0
R01326,U1398,P2132,Electrónica,NeuroSoft,Santiago de los Caballeros,5,"Probé NeuroSoft en categoría Electrónica. Experiencia delicioso. garantía bien, higiene regular. Cinco estrellas.",2024-06-10,2,0,8.84,0.34,positivo,"calidad,atención,talla",1,1,0
R01327,U1350,P2047,Electrónica,VoltPro,Atlanta,4,"Probé VoltPro en categoría Electrónica. Experiencia duradero. sabor bien, precio regular. Muy recomendado.",2024-04-14,0,2,35.43,0.02,positivo,"garantía,comodidad,atención",1,1,0
R01328,U1087,P2089,Hotel,EcoStay,Atlanta,3,"Probé EcoStay en categoría Hotel. Experiencia promedio. wifi bien, ubicación regular. Nada especial.",2023-07-18,2,2,331.38,0.05,neutral,"precio,comodidad,batería",0,1,-1
R01329,U1371,P2057,Hotel,Sueño Real,San Juan,4,"Para ser Hotel, Sueño Real resultó económico. Destaco sabor, aunque precio no fue ideal. Superó mis expectativas.",2024-06-13,2,3,192.48,0.05,positivo,"garantía,atención,devolución",1,0,-1
R01330,U1381,P2095,Supermercado,EcoMarket,Santo Domingo,2,"Probé EcoMarket en categoría Supermercado. Experiencia grosero. higiene bien, ubicación regular. No valió la pena.",2023-10-24,1,0,51.02,0.11,negativo,"sabor,ubicación,garantía",0,1,14
R01331,U1209,P2145,Ropa,EcoThread,Barcelona,3,"Para ser Ropa, EcoThread resultó correcto. Destaco envío, aunque devolución no fue ideal. Nada especial.",2024-01-14,1,3,58.47,0.11,neutral,"sabor,batería,precio",0,0,-1
R01332,U1191,P2126,Ropa,Fit&Go,Quito,1,Compré en Fit&Go (Ropa). Me pareció grosero; wifi y comodidad fueron determinantes. No cumple lo prometido.,2023-11-02,4,2,33.24,0.03,negativo,"envío,sabor,higiene",0,1,0
R01333,U1257,P2052,Supermercado,EcoMarket,Santo Domingo,5,"Probé EcoMarket en categoría Supermercado. Experiencia maravilloso. precio bien, higiene regular. Muy recomendado.",2024-06-18,3,1,45.21,0.21,positivo,"ubicación,garantía,calidad",1,1,0
R01334,U1399,P2031,Hotel,Andes Inn,Santo Domingo,3,El hotel de Andes Inn es promedio. La comodidad fue adecuada y la batería podría mejorar. Nada especial.,2024-06-09,5,2,270.07,0.19,neutral,"batería,higiene,ubicación",0,2,-1
R01335,U1327,P2136,Electrónica,Auralink,Bogotá,4,El electrónica de Auralink es limpio. La garantía fue adecuada y la calidad podría mejorar. Vale cada peso.,2024-02-18,1,1,184.54,0.02,positivo,"sabor,garantía,wifi",1,2,13
R01336,U1396,P2110,Restaurante,SushiGo,Buenos Aires,4,El restaurante de SushiGo es rápido. La garantía fue adecuada y la batería podría mejorar. Cinco estrellas.,2023-03-01,2,0,65.56,0.27,positivo,"talla,higiene,precio",1,2,-1
R01337,U1125,P2013,Ropa,EcoThread,Atlanta,4,Compré en EcoThread (Ropa). Me pareció delicioso; wifi y garantía fueron determinantes. Cinco estrellas.,2023-09-22,1,1,15.58,0.08,positivo,"sabor,comodidad,wifi",1,1,0
R01338,U1394,P2093,Supermercado,Frescura,Madrid,4,"Probé Frescura en categoría Supermercado. Experiencia limpio. talla bien, atención regular. Vale cada peso.",2024-03-27,3,0,19.91,0.32,positivo,"calidad,talla,sabor",1,1,-1
R01339,U1235,P2135,Electrónica,Auralink,Santiago de los Caballeros,4,Compré en Auralink (Electrónica). Me pareció delicioso; comodidad y devolución fueron determinantes. Superó mis expectativas.,2023-07-06,2,1,61.72,0.0,positivo,"sabor,devolución,atención",1,1,6
R01340,U1328,P2012,Electrónica,VoltPro,Santo Domingo,4,"Para ser Electrónica, VoltPro resultó económico. Destaco wifi, aunque envío no fue ideal. Lo volvería a comprar.",2024-08-24,2,2,85.48,0.21,positivo,"higiene,devolución,talla",1,0,11
R01341,U1289,P2144,Supermercado,Frescura,New York,3,El supermercado de Frescura es estándar. La ubicación fue adecuada y la garantía podría mejorar. Ni bien ni mal.,2024-08-29,1,0,55.28,0.09,neutral,"higiene,envío,wifi",0,2,3
R01342,U1038,P2113,Ropa,Eleganza,Quito,4,El ropa de Eleganza es maravilloso. La precio fue adecuada y la comodidad podría mejorar. Cinco estrellas.,2023-06-14,3,0,111.65,0.03,positivo,"comodidad,calidad,wifi",1,2,-1
R01343,U1239,P2083,Hotel,EcoStay,Miami,5,Compré en EcoStay (Hotel). Me pareció maravilloso; garantía y wifi fueron determinantes. Vale cada peso.,2023-01-24,3,0,168.05,0.21,positivo,"comodidad,batería,atención",1,1,0
R01344,U1169,P2068,Hotel,Andes Inn,Panamá,4,"Probé Andes Inn en categoría Hotel. Experiencia duradero. ubicación bien, comodidad regular. Superó mis expectativas.",2023-08-12,2,0,85.96,0.14,positivo,"calidad,precio,batería",1,1,-1
R01345,U1010,P2124,Ropa,UrbanWear,Ciudad de México,4,"Para ser Ropa, UrbanWear resultó excelente. Destaco higiene, aunque envío no fue ideal. Cinco estrellas.",2024-03-24,4,1,38.47,0.25,positivo,"higiene,comodidad,garantía",1,0,-1
R01346,U1077,P2043,Ropa,Fit&Go,Panamá,4,"Para ser Ropa, Fit&Go resultó limpio. Destaco ubicación, aunque talla no fue ideal. Cinco estrellas.",2023-03-28,0,2,14.22,0.1,positivo,"garantía,atención,comodidad",1,0,-1
R01347,U1366,P2014,Supermercado,EcoMarket,Atlanta,5,El supermercado de EcoMarket es rápido. La garantía fue adecuada y la precio podría mejorar. Muy recomendado.,2023-11-17,3,1,85.01,0.11,positivo,"comodidad,precio,atención",1,2,-1
R01348,U1065,P2086,Restaurante,Sabores Doña Ana,Puerto Plata,2,"Para ser Restaurante, Sabores Doña Ana resultó sucio. Destaco atención, aunque talla no fue ideal. No cumple lo prometido.",2023-08-26,0,0,22.08,0.21,negativo,"wifi,sabor,calidad",0,0,0
R01349,U1217,P2130,Hotel,Sueño Real,Santo Domingo,2,"Probé Sueño Real en categoría Hotel. Experiencia sucio. precio bien, wifi regular. No lo recomiendo.",2024-07-15,3,0,188.12,0.09,negativo,"garantía,atención,talla",0,1,0
R01350,U1227,P2108,Restaurante,El Asadero,Atlanta,5,Compré en El Asadero (Restaurante). Me pareció amable; ubicación y wifi fueron determinantes. Lo volvería a comprar.,2023-03-18,3,0,54.68,0.03,positivo,"talla,devolución,atención",1,1,0
R01351,U1194,P2080,Ropa,UrbanWear,Atlanta,3,Compré en UrbanWear (Ropa). Me pareció promedio; comodidad y devolución fueron determinantes. Ni bien ni mal.,2023-04-08,5,0,13.7,0.09,neutral,"comodidad,calidad,talla",0,1,1
R01352,U1107,P2076,Ropa,UrbanWear,Atlanta,5,El ropa de UrbanWear es limpio. La higiene fue adecuada y la atención podría mejorar. Superó mis expectativas.,2023-07-04,5,1,100.66,0.01,positivo,"calidad,ubicación,comodidad",1,2,-1
R01353,U1259,P2039,Electrónica,TecnoMax,Ciudad de México,3,"Probé TecnoMax en categoría Electrónica. Experiencia normal. ubicación bien, envío regular. Está bien por el precio.",2023-05-16,2,2,25.97,0.15,neutral,"sabor,ubicación,garantía",0,1,20
R01354,U1051,P2141,Restaurante,El Asadero,Miami,1,El restaurante de El Asadero es terrible. La batería fue adecuada y la garantía podría mejorar. Nunca más.,2023-08-15,1,0,43.97,0.13,negativo,"sabor,devolución,garantía",0,2,-1
R01355,U1329,P2082,Restaurante,El Asadero,Puerto Plata,2,El restaurante de El Asadero es malo. La talla fue adecuada y la batería podría mejorar. No cumple lo prometido.,2024-03-11,1,2,10.18,0.11,negativo,"devolución,higiene,ubicación",0,2,9
R01356,U1127,P2030,Electrónica,TecnoMax,Santo Domingo,4,El electrónica de TecnoMax es rápido. La precio fue adecuada y la atención podría mejorar. Cinco estrellas.,2024-08-11,3,0,35.75,0.14,positivo,"precio,comodidad,envío",1,2,17
R01357,U1305,P2095,Supermercado,EcoMarket,Puerto Plata,4,"Probé EcoMarket en categoría Supermercado. Experiencia delicioso. comodidad bien, higiene regular. Superó mis expectativas.",2023-09-18,4,5,28.41,0.18,positivo,"devolución,atención,batería",1,1,6
R01358,U1089,P2033,Restaurante,La Trattoria,Barcelona,4,Compré en La Trattoria (Restaurante). Me pareció rápido; calidad y atención fueron determinantes. Superó mis expectativas.,2024-08-03,5,2,127.11,0.12,positivo,"wifi,precio,batería",1,1,6
R01359,U1206,P2137,Hotel,Andes Inn,Santo Domingo,1,"Probé Andes Inn en categoría Hotel. Experiencia frágil. envío bien, calidad regular. No cumple lo prometido.",2023-12-27,3,0,160.61,0.03,negativo,"batería,sabor,garantía",0,1,0
R01360,U1376,P2109,Supermercado,MercadoPlus,Puerto Plata,3,Compré en MercadoPlus (Supermercado). Me pareció normal; devolución y comodidad fueron determinantes. Podría mejorar.,2023-11-03,4,1,59.24,0.12,neutral,"precio,higiene,envío",0,1,0
R01361,U1051,P2109,Supermercado,MercadoPlus,Ciudad de México,3,"Probé MercadoPlus en categoría Supermercado. Experiencia aceptable. calidad bien, precio regular. Podría mejorar.",2023-06-06,3,0,63.19,0.17,neutral,"envío,sabor,atención",0,1,0
R01362,U1274,P2060,Ropa,Fit&Go,Puerto Plata,3,"Para ser Ropa, Fit&Go resultó esperado. Destaco garantía, aunque wifi no fue ideal. Está bien por el precio.",2024-02-21,1,2,13.16,0.14,neutral,"ubicación,precio,comodidad",0,0,23
R01363,U1165,P2059,Ropa,UrbanWear,Puerto Plata,4,Compré en UrbanWear (Ropa). Me pareció duradero; ubicación y wifi fueron determinantes. Lo volvería a comprar.,2023-07-30,3,0,55.03,0.01,positivo,"batería,wifi,sabor",1,1,0
R01364,U1112,P2091,Ropa,ClassicLine,Panamá,4,"Para ser Ropa, ClassicLine resultó cómodo. Destaco talla, aunque calidad no fue ideal. Lo volvería a comprar.",2023-12-29,2,0,4.28,0.04,positivo,"wifi,precio,talla",1,0,10
R01365,U1314,P2128,Electrónica,VoltPro,Miami,2,"Probé VoltPro en categoría Electrónica. Experiencia caro. talla bien, batería regular. Experiencia decepcionante.",2023-02-11,0,0,22.6,0.08,negativo,"calidad,atención,talla",0,1,0
R01366,U1302,P2055,Restaurante,SushiGo,Quito,3,Compré en SushiGo (Restaurante). Me pareció estándar; sabor y ubicación fueron determinantes. Cumple lo básico.,2024-04-23,6,3,3.9,0.23,neutral,"wifi,devolución,comodidad",0,1,0
R01367,U1377,P2112,Ropa,ClassicLine,San Juan,5,El ropa de ClassicLine es excelente. La precio fue adecuada y la envío podría mejorar. Muy recomendado.,2023-11-06,4,2,44.91,0.07,positivo,"envío,talla,higiene",1,2,33
R01368,U1121,P2148,Ropa,Fit&Go,Miami,4,Compré en Fit&Go (Ropa). Me pareció excelente; ubicación y wifi fueron determinantes. Cinco estrellas.,2023-05-29,2,3,71.62,0.2,positivo,"precio,higiene,sabor",1,1,0
R01369,U1295,P2049,Hotel,EcoStay,Miami,5,"Para ser Hotel, EcoStay resultó económico. Destaco garantía, aunque comodidad no fue ideal. Cinco estrellas.",2024-04-29,1,0,199.28,0.23,positivo,"higiene,ubicación,atención",1,0,-1
R01370,U1393,P2120,Restaurante,SushiGo,Miami,3,"Probé SushiGo en categoría Restaurante. Experiencia promedio. sabor bien, wifi regular. Nada especial.",2023-03-31,2,0,27.6,0.17,neutral,"wifi,sabor,talla",0,1,0
R01371,U1049,P2091,Ropa,ClassicLine,Lima,1,El ropa de ClassicLine es caro. La devolución fue adecuada y la sabor podría mejorar. No lo recomiendo.,2024-02-21,1,2,19.68,0.11,negativo,"batería,sabor,wifi",0,2,-1
R01372,U1064,P2064,Ropa,ClassicLine,Barcelona,4,"Para ser Ropa, ClassicLine resultó maravilloso. Destaco wifi, aunque devolución no fue ideal. Lo volvería a comprar.",2023-07-13,2,2,29.63,0.01,positivo,"calidad,atención,ubicación",1,0,10
R01373,U1231,P2137,Hotel,Andes Inn,Atlanta,5,Compré en Andes Inn (Hotel). Me pareció potente; higiene y comodidad fueron determinantes. Muy recomendado.,2024-07-26,3,0,44.82,0.09,positivo,"higiene,wifi,calidad",1,1,30
R01374,U1008,P2030,Electrónica,TecnoMax,Atlanta,3,El electrónica de TecnoMax es normal. La devolución fue adecuada y la precio podría mejorar. Ni bien ni mal.,2023-04-20,0,1,12.41,0.03,neutral,"atención,talla,sabor",0,2,-1
R01375,U1272,P2137,Hotel,Andes Inn,Miami,4,Compré en Andes Inn (Hotel). Me pareció potente; sabor y precio fueron determinantes. Muy recomendado.,2024-06-21,1,0,109.01,0.07,positivo,"sabor,wifi,atención",1,1,30
R01376,U1324,P2144,Supermercado,Frescura,Barcelona,3,"Probé Frescura en categoría Supermercado. Experiencia normal. higiene bien, atención regular. Ni bien ni mal.",2023-07-14,1,3,29.87,0.28,neutral,"comodidad,atención,precio",0,1,24
R01377,U1199,P2137,Hotel,Andes Inn,Santiago de los Caballeros,3,El hotel de Andes Inn es correcto. La precio fue adecuada y la devolución podría mejorar. Nada especial.,2023-03-28,2,1,382.06,0.05,neutral,"wifi,higiene,ubicación",0,2,-1
R01378,U1128,P2057,Hotel,Sueño Real,Santo Domingo,4,El hotel de Sueño Real es delicioso. La talla fue adecuada y la comodidad podría mejorar. Muy recomendado.,2024-08-19,2,1,188.16,0.06,positivo,"talla,wifi,batería",1,2,-1
R01379,U1386,P2018,Supermercado,MercadoPlus,Miami,2,Compré en MercadoPlus (Supermercado). Me pareció defectuoso; devolución y atención fueron determinantes. Experiencia decepcionante.,2024-06-02,3,1,13.14,0.07,negativo,"higiene,precio,talla",0,1,0
R01380,U1214,P2028,Ropa,EcoThread,Puerto Plata,3,"Para ser Ropa, EcoThread resultó promedio. Destaco calidad, aunque garantía no fue ideal. Nada especial.",2024-01-31,2,1,27.78,0.16,neutral,"higiene,comodidad,atención",0,0,-1
R01381,U1205,P2110,Restaurante,SushiGo,Santo Domingo,2,"Para ser Restaurante, SushiGo resultó lento. Destaco ubicación, aunque precio no fue ideal. Experiencia decepcionante.",2024-06-23,4,1,18.48,0.06,negativo,"calidad,talla,comodidad",0,0,0
R01382,U1326,P2029,Ropa,Fit&Go,Miami,5,Compré en Fit&Go (Ropa). Me pareció potente; devolución y batería fueron determinantes. Lo volvería a comprar.,2024-01-13,2,1,42.71,0.08,positivo,"calidad,wifi,garantía",1,1,0
R01383,U1224,P2114,Ropa,UrbanWear,Panamá,5,"Para ser Ropa, UrbanWear resultó duradero. Destaco precio, aunque calidad no fue ideal. Vale cada peso.",2023-03-09,2,2,62.6,0.2,positivo,"garantía,calidad,wifi",1,0,19
R01384,U1139,P2093,Supermercado,Frescura,Atlanta,3,"Probé Frescura en categoría Supermercado. Experiencia aceptable. higiene bien, batería regular. Podría mejorar.",2024-03-01,2,0,52.05,0.18,neutral,"envío,higiene,garantía",0,1,0
R01385,U1149,P2009,Restaurante,El Asadero,San Juan,3,"Probé El Asadero en categoría Restaurante. Experiencia aceptable. comodidad bien, sabor regular. Ni bien ni mal.",2023-11-27,0,2,105.12,0.24,neutral,"atención,wifi,calidad",0,1,-1
R01386,U1359,P2084,Electrónica,VoltPro,Panamá,3,"Para ser Electrónica, VoltPro resultó esperado. Destaco devolución, aunque garantía no fue ideal. Está bien por el precio.",2024-02-03,0,3,77.92,0.28,neutral,"higiene,devolución,envío",0,0,-1
R01387,U1128,P2148,Ropa,Fit&Go,Madrid,2,"Probé Fit&Go en categoría Ropa. Experiencia grosero. sabor bien, calidad regular. No cumple lo prometido.",2023-04-11,1,0,10.43,0.08,negativo,"batería,wifi,sabor",0,1,0
R01388,U1299,P2007,Ropa,UrbanWear,Quito,3,"Probé UrbanWear en categoría Ropa. Experiencia correcto. calidad bien, devolución regular. Nada especial.",2023-04-28,1,0,127.08,0.06,neutral,"ubicación,atención,comodidad",0,1,0
R01389,U1265,P2009,Restaurante,El Asadero,Santiago de los Caballeros,5,El restaurante de El Asadero es duradero. La comodidad fue adecuada y la talla podría mejorar. Lo volvería a comprar.,2023-11-20,2,3,42.55,0.4,positivo,"batería,higiene,envío",1,2,-1
R01390,U1391,P2069,Hotel,Hotel Mar Azul,Miami,1,"Para ser Hotel, Hotel Mar Azul resultó frágil. Destaco higiene, aunque devolución no fue ideal. Nunca más.",2023-02-10,4,0,388.03,0.01,negativo,"atención,sabor,comodidad",0,0,-1
R01391,U1225,P2002,Ropa,ClassicLine,Miami,5,"Probé ClassicLine en categoría Ropa. Experiencia excelente. devolución bien, batería regular. Vale cada peso.",2023-08-24,0,2,41.85,0.09,positivo,"ubicación,comodidad,wifi",1,1,0
R01392,U1013,P2069,Hotel,Hotel Mar Azul,New York,3,El hotel de Hotel Mar Azul es aceptable. La calidad fue adecuada y la sabor podría mejorar. Nada especial.,2024-05-14,3,0,387.45,0.18,neutral,"atención,comodidad,precio",0,2,-1
R01393,U1233,P2122,Ropa,Fit&Go,Bogotá,4,El ropa de Fit&Go es limpio. La atención fue adecuada y la sabor podría mejorar. Superó mis expectativas.,2023-05-31,2,1,51.97,0.22,positivo,"garantía,sabor,batería",1,2,-1
R01394,U1234,P2070,Ropa,EcoThread,Atlanta,4,"Probé EcoThread en categoría Ropa. Experiencia rápido. wifi bien, comodidad regular. Muy recomendado.",2023-07-09,1,1,120.59,0.06,positivo,"talla,batería,garantía",1,1,0
R01395,U1178,P2128,Electrónica,VoltPro,Bogotá,4,Compré en VoltPro (Electrónica). Me pareció maravilloso; sabor y batería fueron determinantes. Superó mis expectativas.,2023-03-25,1,3,73.37,0.02,positivo,"devolución,precio,ubicación",1,1,6
R01396,U1156,P2145,Ropa,EcoThread,Madrid,4,"Probé EcoThread en categoría Ropa. Experiencia amable. comodidad bien, ubicación regular. Superó mis expectativas.",2024-02-03,2,1,50.79,0.23,positivo,"calidad,talla,devolución",1,1,6
R01397,U1135,P2062,Hotel,Hotel Mar Azul,Santo Domingo,3,"Para ser Hotel, Hotel Mar Azul resultó estándar. Destaco sabor, aunque precio no fue ideal. Podría mejorar.",2024-07-30,4,0,515.63,0.21,neutral,"talla,ubicación,sabor",0,0,-1
R01398,U1057,P2142,Restaurante,Sabores Doña Ana,Quito,2,"Probé Sabores Doña Ana en categoría Restaurante. Experiencia débil. garantía bien, comodidad regular. No valió la pena.",2023-07-31,1,1,4.98,0.27,negativo,"atención,comodidad,garantía",0,1,-1
R01399,U1356,P2028,Ropa,EcoThread,New York,2,Compré en EcoThread (Ropa). Me pareció terrible; batería y higiene fueron determinantes. No valió la pena.,2023-10-12,5,0,45.12,0.06,negativo,"calidad,atención,devolución",0,1,0
R01400,U1174,P2052,Supermercado,EcoMarket,Quito,4,"Para ser Supermercado, EcoMarket resultó rápido. Destaco calidad, aunque devolución no fue ideal. Vale cada peso.",2023-05-26,5,5,46.73,0.12,positivo,"wifi,sabor,higiene",1,0,19
R01401,U1291,P2052,Supermercado,EcoMarket,Santo Domingo,4,"Para ser Supermercado, EcoMarket resultó económico. Destaco atención, aunque comodidad no fue ideal. Lo volvería a comprar.",2024-02-20,1,2,65.06,0.2,positivo,"calidad,sabor,atención",1,0,-1
R01402,U1253,P2101,Supermercado,EcoMarket,Santo Domingo,3,Compré en EcoMarket (Supermercado). Me pareció promedio; ubicación y talla fueron determinantes. Cumple lo básico.,2023-05-10,1,0,26.08,0.02,neutral,"atención,talla,devolución",0,1,0
R01403,U1151,P2014,Supermercado,EcoMarket,Ciudad de México,3,Compré en EcoMarket (Supermercado). Me pareció correcto; higiene y comodidad fueron determinantes. Podría mejorar.,2023-04-03,1,1,90.42,0.14,neutral,"atención,envío,comodidad",0,1,0
R01404,U1095,P2015,Restaurante,Cafeto,Atlanta,1,"Para ser Restaurante, Cafeto resultó frágil. Destaco talla, aunque garantía no fue ideal. Nunca más.",2023-01-03,3,0,84.21,0.05,negativo,"wifi,comodidad,higiene",0,0,-1
R01405,U1134,P2031,Hotel,Andes Inn,Bogotá,3,Compré en Andes Inn (Hotel). Me pareció promedio; wifi y sabor fueron determinantes. Nada especial.,2023-05-01,0,0,259.36,0.02,neutral,"higiene,sabor,talla",0,1,-1
R01406,U1359,P2037,Restaurante,La Trattoria,Santiago de los Caballeros,3,"Para ser Restaurante, La Trattoria resultó promedio. Destaco devolución, aunque wifi no fue ideal. Está bien por el precio.",2023-03-20,4,3,148.01,0.34,neutral,"atención,wifi,comodidad",0,0,23
R01407,U1309,P2043,Ropa,Fit&Go,Buenos Aires,5,El ropa de Fit&Go es potente. La ubicación fue adecuada y la garantía podría mejorar. Muy recomendado.,2024-07-22,1,1,4.64,0.1,positivo,"atención,talla,sabor",1,2,-1
R01408,U1316,P2104,Ropa,Fit&Go,Panamá,4,El ropa de Fit&Go es amable. La precio fue adecuada y la envío podría mejorar. Lo volvería a comprar.,2023-03-15,2,3,46.17,0.04,positivo,"ubicación,devolución,comodidad",1,2,-1
R01409,U1177,P2034,Supermercado,Frescura,Panamá,2,"Para ser Supermercado, Frescura resultó terrible. Destaco calidad, aunque devolución no fue ideal. No cumple lo prometido.",2023-12-07,3,3,31.47,0.1,negativo,"ubicación,talla,precio",0,0,-1
R01410,U1372,P2128,Electrónica,VoltPro,Miami,5,Compré en VoltPro (Electrónica). Me pareció económico; talla y precio fueron determinantes. Vale cada peso.,2024-05-18,2,0,69.25,0.32,positivo,"envío,talla,comodidad",1,1,0
R01411,U1231,P2013,Ropa,EcoThread,Puerto Plata,2,"Probé EcoThread en categoría Ropa. Experiencia caro. atención bien, batería regular. No cumple lo prometido.",2024-07-24,3,0,60.22,0.15,negativo,"garantía,wifi,batería",0,1,0
R01412,U1392,P2084,Electrónica,VoltPro,Quito,3,"Para ser Electrónica, VoltPro resultó estándar. Destaco comodidad, aunque envío no fue ideal. Está bien por el precio.",2024-06-30,1,1,16.34,0.09,neutral,"wifi,batería,comodidad",0,0,23
R01413,U1061,P2107,Ropa,Fit&Go,Madrid,4,Compré en Fit&Go (Ropa). Me pareció maravilloso; higiene y devolución fueron determinantes. Cinco estrellas.,2023-06-08,0,2,36.66,0.33,positivo,"devolución,calidad,comodidad",1,1,0
R01414,U1307,P2138,Ropa,Eleganza,Ciudad de México,3,El ropa de Eleganza es aceptable. La talla fue adecuada y la calidad podría mejorar. Podría mejorar.,2024-08-05,2,2,5.8,0.04,neutral,"devolución,precio,talla",0,2,-1
R01415,U1293,P2081,Electrónica,VoltPro,Puerto Plata,4,"Para ser Electrónica, VoltPro resultó amable. Destaco talla, aunque ubicación no fue ideal. Vale cada peso.",2024-07-11,3,1,21.42,0.1,positivo,"talla,batería,higiene",1,0,19
R01416,U1049,P2046,Ropa,ClassicLine,Madrid,4,"Probé ClassicLine en categoría Ropa. Experiencia amable. ubicación bien, calidad regular. Superó mis expectativas.",2023-05-31,2,2,26.27,0.28,positivo,"garantía,sabor,precio",1,1,6
R01417,U1116,P2016,Ropa,ClassicLine,Panamá,3,El ropa de ClassicLine es aceptable. La ubicación fue adecuada y la calidad podría mejorar. Nada especial.,2023-08-01,2,3,105.39,0.2,neutral,"sabor,batería,talla",0,2,-1
